reaction	reaction_type	label	raw_idx
[CH2:1]([CH3:2])[O:3][C@H:4]([C:5](=[O:6])[OH:7])[CH2:9][c:10]1[cH:11][n:12][c:13](-[c:14]2[cH:15][c:16]([NH:17][CH3:18])[cH:19][cH:20][cH:21]2)[cH:22][cH:23]1.[CH3:8][OH:24]>O=S(=O)(O)O>[CH2:1]([CH3:2])[O:3][C@H:4]([C:5](=[O:6])[O:7][CH3:8])[CH2:9][c:10]1[cH:11][n:12][c:13](-[c:14]2[cH:15][c:16]([NH:17][CH3:18])[cH:19][cH:20][cH:21]2)[cH:22][cH:23]1.[OH2:24]	25	2.6.3	30808
[CH3:11][OH:15].[OH:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][c:7]([C:8](=[O:9])[OH:10])[nH:12][c:13]2[cH:14]1>O.O=S(=O)(O)O>[OH2:15].[OH:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][c:7]([C:8](=[O:9])[O:10][CH3:11])[nH:12][c:13]2[cH:14]1	25	2.6.3	40887
[CH2:1]([CH:2]=[CH2:3])[c:4]1[cH:5][c:6]([O:7][CH2:8][C:9](=[O:10])[OH:11])[cH:14][cH:15][c:16]1[OH:17].[CH3:12][CH2:13][OH:18]>O=S(=O)(O)O>[CH2:1]([CH:2]=[CH2:3])[c:4]1[cH:5][c:6]([O:7][CH2:8][C:9](=[O:10])[O:11][CH2:12][CH3:13])[cH:14][cH:15][c:16]1[OH:17].[OH2:18]	25	2.6.3	26440
[CH3:10][OH:13].[CH3:1][c:2]1[s:3][c:4]([CH2:5][CH2:6][C:7](=[O:8])[OH:9])[cH:11][n:12]1>O=S(=O)(O)O>[CH3:1][c:2]1[s:3][c:4]([CH2:5][CH2:6][C:7](=[O:8])[O:9][CH3:10])[cH:11][n:12]1.[OH2:13]	25	2.6.3	42683
[OH:11][CH2:12][CH2:13][CH:14]([c:15]1[c:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][cH:26][c:27]([O:28][CH2:29][c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[cH:36]1)[CH3:37].[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]1)[Cl:38]>Cl.c1ccncc1>[ClH:38].[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]1)[O:11][CH2:12][CH2:13][CH:14]([c:15]1[c:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][cH:26][c:27]([O:28][CH2:29][c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[cH:36]1)[CH3:37]	26	2.7.2	32333
[OH:1][CH2:2][CH2:3][CH2:4][c:5]1[o:6][c:7]2[c:8]([cH:9]1)[cH:10][c:11](-[c:12]1[cH:13][c:14]([C:15]#[N:16])[cH:17][cH:18][cH:19]1)[cH:20][cH:21]2.[S:22]([CH3:23])(=[O:24])(=[O:25])[Cl:26]>>[ClH:26].[O:1]([CH2:2][CH2:3][CH2:4][c:5]1[o:6][c:7]2[c:8]([cH:9]1)[cH:10][c:11](-[c:12]1[cH:13][c:14]([C:15]#[N:16])[cH:17][cH:18][cH:19]1)[cH:20][cH:21]2)[S:22]([CH3:23])(=[O:24])=[O:25]	26	2.7.2	15325
[CH2:1]([C:2]#[CH:3])[O:4][CH2:5][CH2:6][OH:7].[S:8]([CH3:9])(=[O:10])(=[O:11])[Cl:12]>O.CCOCC.CCN(CC)CC>[CH2:1]([C:2]#[CH:3])[O:4][CH2:5][CH2:6][O:7][S:8]([CH3:9])(=[O:10])=[O:11].[ClH:12]	26	2.7.2	35700
[CH3:1][c:2]1[n:3](-[c:4]2[cH:5][c:6]([OH:7])[cH:12][cH:13][cH:14]2)[cH:15][cH:16][n:17]1.[S:8]([NH2:9])(=[O:10])(=[O:11])[Cl:18]>CC#N>[CH3:1][c:2]1[n:3](-[c:4]2[cH:5][c:6]([O:7][S:8]([NH2:9])(=[O:10])=[O:11])[cH:12][cH:13][cH:14]2)[cH:15][cH:16][n:17]1.[ClH:18]	26	2.7.2	11827
[Br:1][c:2]1[cH:3][c:4]([CH2:5][c:6]2[o:7][c:8]([CH3:9])[c:10]([CH3:11])[c:12]2[C:13](=[O:14])[c:15]2[cH:16][c:17]([CH:18]([CH3:19])[CH3:20])[c:21]([OH:22])[c:36]([CH:37]([CH3:38])[CH3:39])[cH:40]2)[cH:41][cH:42][cH:43]1.[S:23](=[O:24])(=[O:25])([c:26]1[cH:27][c:28]([OH:29])[c:30]([C:31](=[O:32])[OH:33])[cH:34][cH:35]1)[Cl:44]>>[Br:1][c:2]1[cH:3][c:4]([CH2:5][c:6]2[o:7][c:8]([CH3:9])[c:10]([CH3:11])[c:12]2[C:13](=[O:14])[c:15]2[cH:16][c:17]([CH:18]([CH3:19])[CH3:20])[c:21]([O:22][S:23](=[O:24])(=[O:25])[c:26]3[cH:27][c:28]([OH:29])[c:30]([C:31](=[O:32])[OH:33])[cH:34][cH:35]3)[c:36]([CH:37]([CH3:38])[CH3:39])[cH:40]2)[cH:41][cH:42][cH:43]1.[ClH:44]	26	2.7.2	14193
[OH:1][CH:2]1[CH2:3][C:4](=[O:5])[N:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][O:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21]2)[CH2:22]1.[S:23]([CH3:24])(=[O:25])(=[O:26])[Cl:27]>CCN(CC)CC>[ClH:27].[O:1]([CH:2]1[CH2:3][C:4](=[O:5])[N:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][O:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21]2)[CH2:22]1)[S:23]([CH3:24])(=[O:25])=[O:26]	26	2.7.2	41032
[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][CH2:10][n:11]1[c:12](-[c:13]2[c:14]([CH2:15][OH:16])[cH:21][cH:22][cH:23][cH:24]2)[c:25]([CH:26]2[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]2)[c:32]2[cH:33][cH:34][c:35]([C:36](=[O:37])[O:38][CH3:39])[cH:40][c:41]12.[S:17]([CH3:18])(=[O:19])(=[O:20])[Cl:42]>ClC(Cl)Cl.O.CCN(CC)CC>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][CH2:10][n:11]1[c:12](-[c:13]2[c:14]([CH2:15][O:16][S:17]([CH3:18])(=[O:19])=[O:20])[cH:21][cH:22][cH:23][cH:24]2)[c:25]([CH:26]2[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]2)[c:32]2[cH:33][cH:34][c:35]([C:36](=[O:37])[O:38][CH3:39])[cH:40][c:41]12.[ClH:42]	26	2.7.2	23222
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][CH2:9][CH2:10][OH:11].[S:12]([CH3:13])(=[O:14])(=[O:15])[Cl:16]>CCN(CC)CC.ClCCl.O>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][CH2:9][CH2:10][O:11][S:12]([CH3:13])(=[O:14])=[O:15].[ClH:16]	26	2.7.2	25205
[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][c:9]2[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17][c:18]2[c:19]1[N:20]([CH2:21][c:22]1[cH:23][n:24][cH:25][cH:26][cH:27]1)[S:28](=[O:29])(=[O:30])[c:31]1[cH:32][cH:33][c:34]([Br:43])[cH:41][cH:42]1.[c:35]1([B:45]([OH:44])[OH:46])[cH:36][cH:37][cH:38][cH:39][cH:40]1>CCOC(C)=O.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Na+].[Na+].COCCOC.O=C([O-])[O-]>[BrH:43].[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][c:9]2[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17][c:18]2[c:19]1[N:20]([CH2:21][c:22]1[cH:23][n:24][cH:25][cH:26][cH:27]1)[S:28](=[O:29])(=[O:30])[c:31]1[cH:32][cH:33][c:34](-[c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[cH:41][cH:42]1.[OH:44][BH:45][OH:46]	27	3.1.1	1401
[c:1]1([B:14]([OH:13])[OH:15])[cH:8][cH:9][cH:10][cH:11][cH:12]1.[c:2]1([Br:16])[s:3][c:4]([Br:5])[n:6][n:7]1>O.[Na+].[Na+].CCO.CCOC(C)=O.Cc1ccccc1.O=C([O-])[O-].ClCCl.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>[BrH:16].[OH:13][BH:14][OH:15].[c:1]1(-[c:2]2[s:3][c:4]([Br:5])[n:6][n:7]2)[cH:8][cH:9][cH:10][cH:11][cH:12]1	27	3.1.1	10226
[c:1]1([Br:16])[c:9]([NH2:10])[n:11][cH:12][c:13]([Br:14])[n:15]1.[c:2]1([B:18]([OH:17])[OH:19])[cH:3][cH:4][c:5]([F:6])[cH:7][cH:8]1>O.[Pd].COCCOC.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.[Na+].[Na+].O=C([O-])[O-]>[BrH:16].[OH:17][BH:18][OH:19].[c:1]1(-[c:2]2[cH:3][cH:4][c:5]([F:6])[cH:7][cH:8]2)[c:9]([NH2:10])[n:11][cH:12][c:13]([Br:14])[n:15]1	27	3.1.1	14531
[NH2:1][C:2]1=[N:3][C:4]2([C:5](=[O:6])[N:7]1[CH3:8])[CH2:9][CH:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[S:17][c:18]1[cH:19][cH:20][c:21]([Br:32])[cH:30][c:31]12.[cH:22]1[cH:23][c:24]([B:34]([OH:33])[OH:35])[cH:25][c:26]([C:27]#[N:28])[cH:29]1>O.Cl[Pd]Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.C1COCCO1.[Cs+].[Cs+].O=C([O-])[O-].O=C(O)C(F)(F)F>[BrH:32].[NH2:1][C:2]1=[N:3][C:4]2([C:5](=[O:6])[N:7]1[CH3:8])[CH2:9][CH:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[S:17][c:18]1[cH:19][cH:20][c:21](-[c:22]3[cH:23][cH:24][cH:25][c:26]([C:27]#[N:28])[cH:29]3)[cH:30][c:31]12.[OH:33][BH:34][OH:35]	27	3.1.1	25513
[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[c:7]([OH:8])[c:9]2[c:10]([c:11]([Br:28])[n:18]1)[s:19][c:20](-[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[n:27]2.[c:12]1([B:30]([OH:29])[OH:31])[cH:13][cH:14][cH:15][cH:16][cH:17]1>c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.C1COCCO1.[Cs+].[Cs+].O=C([O-])[O-]>[BrH:28].[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[c:7]([OH:8])[c:9]2[c:10]([c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[n:18]1)[s:19][c:20](-[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[n:27]2.[OH:29][BH:30][OH:31]	27	3.1.1	29966
[CH3:1][O:2][C:3]([CH2:4][c:5]1[cH:6][cH:7][c:8]([Br:53])[cH:41][cH:42]1)=[O:43].[c:9]1([B:48]2[O:47][C:45]([CH3:44])([CH3:46])[C:50]([CH3:51])([CH3:52])[O:49]2)[c:10]([CH3:11])[cH:12][c:13]([C:14]([CH2:15][CH3:16])([CH2:17][CH3:18])[c:19]2[cH:20][c:21]([CH3:22])[c:23]([C:24]#[C:25][C:26]3([O:27][Si:28]([CH3:29])([CH3:30])[CH3:31])[CH2:32][CH2:33][O:34][CH2:35][CH2:36]3)[cH:37][cH:38]2)[cH:39][cH:40]1>O.[Pd+2].CC(=O)[O-].CC(=O)[O-].Cc1ccccc1.[Na+].[K+].[K+].[K+].COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O=C([O-])O.O=P([O-])([O-])[O-]>[BrH:53].[CH3:1][O:2][C:3]([CH2:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[c:10]([CH3:11])[cH:12][c:13]([C:14]([CH2:15][CH3:16])([CH2:17][CH3:18])[c:19]3[cH:20][c:21]([CH3:22])[c:23]([C:24]#[C:25][C:26]4([O:27][Si:28]([CH3:29])([CH3:30])[CH3:31])[CH2:32][CH2:33][O:34][CH2:35][CH2:36]4)[cH:37][cH:38]3)[cH:39][cH:40]2)[cH:41][cH:42]1)=[O:43].[CH3:44][C:45]1([CH3:46])[O:47][BH:48][O:49][C:50]1([CH3:51])[CH3:52]	27	3.1.1	2571
[Cl:1][c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7]([B:18]([OH:17])[OH:19])[cH:15]1.[c:8]1([Br:16])[cH:9][cH:10][n:11][c:12]([NH2:13])[cH:14]1>O.CCOC(C)=O.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Na+].[Na+].O=C([O-])[O-].C1COCCO1>[BrH:16].[Cl:1][c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7](-[c:8]2[cH:9][cH:10][n:11][c:12]([NH2:13])[cH:14]2)[cH:15]1.[OH:17][BH:18][OH:19]	27	3.1.1	25393
[CH3:1][O:2][C:3]([CH2:4][O:5][c:6]1[n:7][n:8](-[c:9]2[c:10]([Cl:11])[cH:12][cH:13][cH:14][cH:15]2)[c:16](-[c:17]2[s:18][c:19]([Br:34])[cH:30][cH:31]2)[cH:32]1)=[O:33].[cH:20]1[cH:21][c:22]([B:36]([OH:35])[OH:37])[cH:23][c:24]([S:25]([CH3:26])(=[O:27])=[O:28])[cH:29]1>c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.C1CCOC1.O.[Na+].[Na+].O=C([O-])[O-]>[BrH:34].[CH3:1][O:2][C:3]([CH2:4][O:5][c:6]1[n:7][n:8](-[c:9]2[c:10]([Cl:11])[cH:12][cH:13][cH:14][cH:15]2)[c:16](-[c:17]2[s:18][c:19](-[c:20]3[cH:21][cH:22][cH:23][c:24]([S:25]([CH3:26])(=[O:27])=[O:28])[cH:29]3)[cH:30][cH:31]2)[cH:32]1)=[O:33].[OH:35][BH:36][OH:37]	27	3.1.1	429
[NH2:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[n:8][c:9]([Br:20])[cH:18][cH:19]1.[c:10]1([B:22]([OH:21])[OH:23])[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]1[F:17]>[Na+].[Na+].O=C([O-])[O-]>[BrH:20].[NH2:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[n:8][c:9](-[c:10]2[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]2[F:17])[cH:18][cH:19]1.[OH:21][BH:22][OH:23]	28	3.1.5	9723
[NH2:1][c:2]1[c:3]([C:4](=[O:5])[NH:6][CH:7]2[CH2:8][CH2:9]2)[n:10][n:11][c:12]2[c:13]([Br:28])[cH:21][cH:22][cH:23][c:24]12.[c:14]1([B:26]([OH:25])[OH:27])[c:15]([CH3:16])[cH:17][cH:18][n:19][cH:20]1>>[BrH:28].[NH2:1][c:2]1[c:3]([C:4](=[O:5])[NH:6][CH:7]2[CH2:8][CH2:9]2)[n:10][n:11][c:12]2[c:13](-[c:14]3[c:15]([CH3:16])[cH:17][cH:18][n:19][cH:20]3)[cH:21][cH:22][cH:23][c:24]12.[OH:25][BH:26][OH:27]	28	3.1.5	22946
[c:1]1([Br:42])[cH:12][c:13]2[c:14]3[c:15]([cH:16][n:17][c:18]2[cH:19][cH:20]1)[n:21]([CH3:22])[c:23](=[O:24])[n:25]3-[c:26]1[c:27]([CH3:28])[n:29][n:30]([CH3:31])[cH:32]1.[c:2]1([B:37]2[O:36][C:34]([CH3:33])([CH3:35])[C:39]([CH3:40])([CH3:41])[O:38]2)[cH:3][n:4][c:5]([CH3:6])[c:7]([O:8][CH2:9][CH3:10])[cH:11]1>>[BrH:42].[CH3:33][C:34]1([CH3:35])[O:36][BH:37][O:38][C:39]1([CH3:40])[CH3:41].[c:1]1(-[c:2]2[cH:3][n:4][c:5]([CH3:6])[c:7]([O:8][CH2:9][CH3:10])[cH:11]2)[cH:12][c:13]2[c:14]3[c:15]([cH:16][n:17][c:18]2[cH:19][cH:20]1)[n:21]([CH3:22])[c:23](=[O:24])[n:25]3-[c:26]1[c:27]([CH3:28])[n:29][n:30]([CH3:31])[cH:32]1	28	3.1.5	19530
[c:1]1([Br:23])[cH:11][cH:12][cH:13][c:14]2[cH:15][n:16]([CH3:17])[n:18][c:19]12.[c:2]1([B:21]([OH:20])[OH:22])[c:3]([CH3:4])[cH:5][c:6]([CH3:7])[cH:8][c:9]1[CH3:10]>O.CCOC(C)=O.COCCOC.[Na+].[Na+].O=C([O-])[O-]>[BrH:23].[OH:20][BH:21][OH:22].[c:1]1(-[c:2]2[c:3]([CH3:4])[cH:5][c:6]([CH3:7])[cH:8][c:9]2[CH3:10])[cH:11][cH:12][cH:13][c:14]2[cH:15][n:16]([CH3:17])[n:18][c:19]12	28	3.1.5	12234
[CH3:1][C@H:2]1[N:3]([CH2:4][C@H:5]2[N:6]([C:7](=[O:8])[c:9]3[cH:10][cH:11][c:12]([B:37]4[O:36][C:34]([CH3:33])([CH3:35])[C:39]([CH3:40])([CH3:41])[O:38]4)[cH:25][cH:26]3)[CH2:27][CH2:28][CH2:29]2)[CH2:30][CH2:31][CH2:32]1.[c:13]1([Br:42])[cH:14][cH:15][c:16]([C:17](=[O:18])[N:19]2[CH2:20][CH2:21][CH2:22][CH2:23]2)[s:24]1>>[BrH:42].[CH3:1][C@H:2]1[N:3]([CH2:4][C@H:5]2[N:6]([C:7](=[O:8])[c:9]3[cH:10][cH:11][c:12](-[c:13]4[cH:14][cH:15][c:16]([C:17](=[O:18])[N:19]5[CH2:20][CH2:21][CH2:22][CH2:23]5)[s:24]4)[cH:25][cH:26]3)[CH2:27][CH2:28][CH2:29]2)[CH2:30][CH2:31][CH2:32]1.[CH3:33][C:34]1([CH3:35])[O:36][BH:37][O:38][C:39]1([CH3:40])[CH3:41]	28	3.1.5	29371
[c:1]1([Br:31])[n:13][n:14](-[c:15]2[cH:16][cH:17][cH:18][c:19]3[cH:20][cH:21][cH:22][n:23][c:24]23)[cH:25][c:26]([O:27][CH3:28])[c:29]1=[O:30].[c:2]1([B:36]2[O:35][C:33]([CH3:32])([CH3:34])[C:38]([CH3:39])([CH3:40])[O:37]2)[n:3](-[c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[n:10][cH:11][cH:12]1>O.[K+].CC(=O)[O-]>[BrH:31].[CH3:32][C:33]1([CH3:34])[O:35][BH:36][O:37][C:38]1([CH3:39])[CH3:40].[c:1]1(-[c:2]2[n:3](-[c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)[n:10][cH:11][cH:12]2)[n:13][n:14](-[c:15]2[cH:16][cH:17][cH:18][c:19]3[cH:20][cH:21][cH:22][n:23][c:24]23)[cH:25][c:26]([O:27][CH3:28])[c:29]1=[O:30]	28	3.1.5	7377
[OH:1][C:2]([CH2:3][C@:4]1([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH2:11][CH2:12][N:13]([C@@H:14]([CH2:15][CH3:16])[c:17]2[cH:18][cH:19][c:20]([B:40]3[O:39][C:37]([CH3:36])([CH3:38])[C:42]([CH3:43])([CH3:44])[O:41]3)[cH:29][cH:30]2)[C:31](=[O:32])[O:33]1)([CH3:34])[CH3:35].[c:21]1([Br:45])[cH:22][c:23](=[O:24])[n:25]([CH3:26])[cH:27][cH:28]1>>[BrH:45].[CH3:36][C:37]1([CH3:38])[O:39][BH:40][O:41][C:42]1([CH3:43])[CH3:44].[OH:1][C:2]([CH2:3][C@:4]1([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH2:11][CH2:12][N:13]([C@@H:14]([CH2:15][CH3:16])[c:17]2[cH:18][cH:19][c:20](-[c:21]3[cH:22][c:23](=[O:24])[n:25]([CH3:26])[cH:27][cH:28]3)[cH:29][cH:30]2)[C:31](=[O:32])[O:33]1)([CH3:34])[CH3:35]	28	3.1.5	21940
[c:1]1([Br:50])[cH:16][c:17]([S:18](=[O:19])(=[O:20])[n:21]2[cH:22][c:23](/[CH:24]=[CH:25]/[C:26](=[O:27])[NH:28][O:29][CH:30]3[O:31][CH2:32][CH2:33][CH2:34][CH2:35]3)[cH:36][cH:37]2)[cH:38][cH:39][cH:40]1.[c:2]1([B:45]2[O:44][C:42]([CH3:41])([CH3:43])[C:47]([CH3:48])([CH3:49])[O:46]2)[cH:3][cH:4][c:5]([CH2:6][CH2:7][N:8]2[CH2:9][CH2:10][O:11][CH2:12][CH2:13]2)[cH:14][cH:15]1>COCCOC>[BrH:50].[CH3:41][C:42]1([CH3:43])[O:44][BH:45][O:46][C:47]1([CH3:48])[CH3:49].[c:1]1(-[c:2]2[cH:3][cH:4][c:5]([CH2:6][CH2:7][N:8]3[CH2:9][CH2:10][O:11][CH2:12][CH2:13]3)[cH:14][cH:15]2)[cH:16][c:17]([S:18](=[O:19])(=[O:20])[n:21]2[cH:22][c:23](/[CH:24]=[CH:25]/[C:26](=[O:27])[NH:28][O:29][CH:30]3[O:31][CH2:32][CH2:33][CH2:34][CH2:35]3)[cH:36][cH:37]2)[cH:38][cH:39][cH:40]1	28	3.1.5	6485
[c:1]1([Cl:19])[cH:12][cH:13][c:14]([C:15]#[N:16])[cH:17][cH:18]1.[c:2]1([B:21]([OH:20])[OH:22])[cH:3][cH:4][c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][cH:11]1>C1CCOC1.[F-].[K+]>[ClH:19].[OH:20][BH:21][OH:22].[c:1]1(-[c:2]2[cH:3][cH:4][c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][cH:11]2)[cH:12][cH:13][c:14]([C:15]#[N:16])[cH:17][cH:18]1	29	3.1.6	16164
[c:1]1([Cl:36])[n:9][c:10]([N:11]2[CH2:12][CH2:13][O:14][CH2:15][CH2:16]2)[c:17]2[c:18]([n:19]1)[c:20]([CH3:21])[c:22]([CH2:23][N:24]1[CH2:25][CH2:26][N:27]([C:28]([C@H:29]([CH3:30])[OH:31])=[O:32])[CH2:33][CH2:34]1)[s:35]2.[c:2]1([B:41]2[O:40][C:38]([CH3:37])([CH3:39])[C:43]([CH3:44])([CH3:45])[O:42]2)[cH:3][cH:4][c:5]([NH2:6])[n:7][cH:8]1>>[CH3:37][C:38]1([CH3:39])[O:40][BH:41][O:42][C:43]1([CH3:44])[CH3:45].[ClH:36].[c:1]1(-[c:2]2[cH:3][cH:4][c:5]([NH2:6])[n:7][cH:8]2)[n:9][c:10]([N:11]2[CH2:12][CH2:13][O:14][CH2:15][CH2:16]2)[c:17]2[c:18]([n:19]1)[c:20]([CH3:21])[c:22]([CH2:23][N:24]1[CH2:25][CH2:26][N:27]([C:28]([C@H:29]([CH3:30])[OH:31])=[O:32])[CH2:33][CH2:34]1)[s:35]2	29	3.1.6	42813
[c:1]1([Cl:38])[n:16][cH:17][cH:18][c:19](-[c:20]2[n:21][c:22](-[c:23]3[cH:24][cH:25][c:26]([C:27]([F:28])([F:29])[F:30])[cH:31][cH:32]3)[cH:33][c:34]([CH3:35])[n:36]2)[cH:37]1.[cH:2]1[cH:3][c:4]([B:40]([OH:39])[OH:41])[cH:5][c:6]([S:7]([NH:8][C:9]([CH3:10])([CH3:11])[CH3:12])(=[O:13])=[O:14])[cH:15]1>>[ClH:38].[OH:39][BH:40][OH:41].[c:1]1(-[c:2]2[cH:3][cH:4][cH:5][c:6]([S:7]([NH:8][C:9]([CH3:10])([CH3:11])[CH3:12])(=[O:13])=[O:14])[cH:15]2)[n:16][cH:17][cH:18][c:19](-[c:20]2[n:21][c:22](-[c:23]3[cH:24][cH:25][c:26]([C:27]([F:28])([F:29])[F:30])[cH:31][cH:32]3)[cH:33][c:34]([CH3:35])[n:36]2)[cH:37]1	29	3.1.6	26372
[c:1]1([Cl:50])[n:12][c:13]2[n:14]([c:15]1-[c:16]1[cH:17][cH:18][c:19]([C:20]3([NH:21][C:22]([O:23][C:24]([CH3:25])([CH3:26])[CH3:27])=[O:28])[CH2:29][CH2:30][CH2:31]3)[cH:32][cH:33]1)-[c:34]1[c:35]([n:36][cH:37][cH:38][cH:39]1)[NH:40][c:41]1[c:42]-2[cH:43][cH:44][cH:45][cH:46]1.[c:2]1([B:48]([OH:47])[OH:49])[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1>CCOC(C)=O.CN(C)C=O.[Na+].[Na+].O=C([O-])[O-]>[ClH:50].[OH:47][BH:48][OH:49].[c:1]1(-[c:2]2[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]2)[n:12][c:13]2[n:14]([c:15]1-[c:16]1[cH:17][cH:18][c:19]([C:20]3([NH:21][C:22]([O:23][C:24]([CH3:25])([CH3:26])[CH3:27])=[O:28])[CH2:29][CH2:30][CH2:31]3)[cH:32][cH:33]1)-[c:34]1[c:35]([n:36][cH:37][cH:38][cH:39]1)[NH:40][c:41]1[c:42]-2[cH:43][cH:44][cH:45][cH:46]1	29	3.1.6	38113
