reaction	reaction_type	raw_id	original_reaction_type
[CH3:1][N:2]1[C:3](=[O:4])[C:5]2([CH2:6][CH2:7]1)[CH2:8][CH2:9][NH:10][CH2:24][CH2:25]2.[S:11]([c:12]1[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]1)(=[O:22])(=[O:23])[Cl:26]>ClCCl.CN(C1C=CN=CC=1)C.Cl.CCN(CC)CC>[CH3:1][N:2]1[C:3](=[O:4])[C:5]2([CH2:6][CH2:7]1)[CH2:8][CH2:9][N:10]([S:11]([c:12]1[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]1)(=[O:22])=[O:23])[CH2:24][CH2:25]2.[ClH:26]	32	10898	99
[Cl:1][c:2]1[c:3]([S:4](=[O:5])(=[O:6])[Cl:28])[c:20]([Cl:21])[cH:22][cH:23][c:24]1[N+:25](=[O:26])[O-:27].[NH:7]1[CH2:8][CH2:9][N:10]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][CH2:19]1>CCN(CC)CC>[Cl:1][c:2]1[c:3]([S:4](=[O:5])(=[O:6])[N:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][CH2:19]2)[c:20]([Cl:21])[cH:22][cH:23][c:24]1[N+:25](=[O:26])[O-:27].[ClH:28]	32	369703	99
[F:1][C:2]([C:3]([CH3:4])([OH:5])[c:6]1[cH:7][cH:8][c:9]([N:10]2[C@@H:11]([CH2:12][NH:13][CH:14]([CH3:15])[CH3:16])[CH2:26][N:27]([S:28](=[O:29])(=[O:30])[c:31]3[s:32][cH:33][cH:34][cH:35]3)[CH2:36][CH2:37]2)[cH:38][cH:39]1)([F:40])[F:41].[S:17]([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)(=[O:24])(=[O:25])[Cl:42]>C(Cl)Cl.CN(C)C1C=CN=CC=1.CCN(C(C)C)C(C)C>[ClH:42].[F:1][C:2]([C:3]([CH3:4])([OH:5])[c:6]1[cH:7][cH:8][c:9]([N:10]2[C@@H:11]([CH2:12][N:13]([CH:14]([CH3:15])[CH3:16])[S:17]([c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)(=[O:24])=[O:25])[CH2:26][N:27]([S:28](=[O:29])(=[O:30])[c:31]3[s:32][cH:33][cH:34][cH:35]3)[CH2:36][CH2:37]2)[cH:38][cH:39]1)([F:40])[F:41]	32	273871	99
[CH2:1]([CH2:2][CH3:3])[O:4][c:5]1[c:6](-[c:7]2[n:8][n:9]3[c:10]([c:11](=[O:12])[nH:13]2)[c:14]([CH3:15])[n:16][c:17]3[CH2:18][CH2:19][CH3:20])[cH:21][c:22]([S:23](=[O:24])(=[O:25])[Cl:33])[cH:31][cH:32]1.[NH:26]([CH2:27][CH3:28])[CH2:29][CH3:30]>ClCCl.CO.CCCOc1ccc(S(N)(=O)=O)cc1-c1nn2c(CCC)ncc2c(=O)n1C>[CH2:1]([CH2:2][CH3:3])[O:4][c:5]1[c:6](-[c:7]2[n:8][n:9]3[c:10]([c:11](=[O:12])[nH:13]2)[c:14]([CH3:15])[n:16][c:17]3[CH2:18][CH2:19][CH3:20])[cH:21][c:22]([S:23](=[O:24])(=[O:25])[N:26]([CH2:27][CH3:28])[CH2:29][CH3:30])[cH:31][cH:32]1.[ClH:33]	32	131754	99
[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][c:6]([C:7]2=[N:8][N:9]([CH:10]3[CH2:11][CH2:12][NH:13][CH2:24][CH2:25]3)[C:26](=[O:27])[C:28]2([CH3:29])[CH3:30])[cH:31][cH:32][c:33]1[O:34][CH2:35][CH3:36].[S:14]([c:15]1[cH:16][c:17]([CH3:18])[cH:19][cH:20][cH:21]1)(=[O:22])(=[O:23])[Cl:37]>Cl>[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][c:6]([C:7]2=[N:8][N:9]([CH:10]3[CH2:11][CH2:12][N:13]([S:14]([c:15]4[cH:16][c:17]([CH3:18])[cH:19][cH:20][cH:21]4)(=[O:22])=[O:23])[CH2:24][CH2:25]3)[C:26](=[O:27])[C:28]2([CH3:29])[CH3:30])[cH:31][cH:32][c:33]1[O:34][CH2:35][CH3:36].[ClH:37]	32	227935	99
[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6]([NH:7][CH:8]([CH:9]([CH2:10][NH:11][CH2:12][CH:13]([CH3:14])[CH3:15])[OH:29])[CH2:30][c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)=[O:37].[S:16]([c:17]1[cH:18][cH:19][c:20]2[nH:21][n:22][c:23]([CH3:24])[c:25]2[cH:26]1)(=[O:27])(=[O:28])[Cl:38]>ClCCl.O=C([O-])O.[Na+].CCCCCC>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6]([NH:7][CH:8]([CH:9]([CH2:10][N:11]([CH2:12][CH:13]([CH3:14])[CH3:15])[S:16]([c:17]1[cH:18][cH:19][c:20]2[nH:21][n:22][c:23]([CH3:24])[c:25]2[cH:26]1)(=[O:27])=[O:28])[OH:29])[CH2:30][c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)=[O:37].[ClH:38]	32	15758	99
[N:1]1([CH2:2][CH2:3][OH:4])[CH2:5][CH2:6][NH:7][CH2:20][CH2:21]1.[S:8]([c:9]1[cH:10][cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17]1)(=[O:18])(=[O:19])[Cl:22]>ClCCl.CCN(CC)CC>[ClH:22].[N:1]1([CH2:2][CH2:3][OH:4])[CH2:5][CH2:6][N:7]([S:8]([c:9]2[cH:10][cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17]2)(=[O:18])=[O:19])[CH2:20][CH2:21]1	32	334760	99
[Cl:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH:7]([C:8]([NH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]2)=[O:28])[CH3:21])[c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12>O1CCCC1.B#B>[Cl:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH:7]([CH2:8][NH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]2)[CH3:21])[c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12.[OH2:28]	33	368870	112
[N:1]1([CH2:2][CH2:3][NH:4][C:5]([CH2:6][CH:7]([c:8]2[cH:9][n:10][cH:11][cH:12][cH:13]2)[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)=[O:25])[CH2:20][CH2:21][O:22][CH2:23][CH2:24]1>CCOCC.C1COCC1.[H-].[H-].[H-].[H-].[Li+].[Al+3].O.[OH-].[Na+]>[N:1]1([CH2:2][CH2:3][NH:4][CH2:5][CH2:6][CH:7]([c:8]2[cH:9][n:10][cH:11][cH:12][cH:13]2)[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][CH2:21][O:22][CH2:23][CH2:24]1.[OH2:25]	33	241602	112
[F:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][N:9]([C:10]([CH2:11][CH:12]3[O:13][CH2:14][CH2:15][c:16]4[cH:17][c:18]([Br:19])[cH:20][cH:21][c:22]43)=[O:27])[CH2:23][CH2:24]2)[cH:25][cH:26]1>O=C(O)CC1OCCc2cc(Br)ccc21.O.Cl.Cl.COc1ccccc1N1CCN(CCC2OCCc3ccccc32)CC1>[F:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][N:9]([CH2:10][CH2:11][CH:12]3[O:13][CH2:14][CH2:15][c:16]4[cH:17][c:18]([Br:19])[cH:20][cH:21][c:22]43)[CH2:23][CH2:24]2)[cH:25][cH:26]1.[OH2:27]	33	218052	112
[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[N:10]([CH2:11][CH3:12])[C:13]([CH:14]2[CH2:15][CH2:16][NH:17][CH2:18][CH2:19]2)=[O:22])[cH:20][cH:21]1>O1CCCC1.[H-].[Al+3].[Li+].[H-].[H-].[H-].O>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[N:10]([CH2:11][CH3:12])[CH2:13][CH:14]2[CH2:15][CH2:16][NH:17][CH2:18][CH2:19]2)[cH:20][cH:21]1.[OH2:22]	33	171099	112
[F:1][c:2]1[cH:3][c:4]([S:5](=[O:6])(=[O:7])[c:8]2[cH:9][c:10]3[cH:11][cH:12][cH:13][c:14]([CH2:15][CH2:16][C:17]([NH2:18])=[O:25])[c:19]3[cH:20][cH:21]2)[cH:22][cH:23][cH:24]1>C1COCC1.B>[F:1][c:2]1[cH:3][c:4]([S:5](=[O:6])(=[O:7])[c:8]2[cH:9][c:10]3[cH:11][cH:12][cH:13][c:14]([CH2:15][CH2:16][CH2:17][NH2:18])[c:19]3[cH:20][cH:21]2)[cH:22][cH:23][cH:24]1.[OH2:25]	33	322021	112
[CH3:1][CH:2]1[N:3]([CH2:4][CH2:5][CH2:6][O:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[o:13][cH:14][c:15]([CH2:16][C:17]([N:18]4[CH2:19][CH2:20][CH2:21][CH2:22]4)=[O:29])[n:23]3)[cH:24][cH:25]2)[CH2:26][CH2:27][CH2:28]1>O1CCCC1.CO.[BH4-].[Na+].II.[OH-].[K+]>[CH3:1][CH:2]1[N:3]([CH2:4][CH2:5][CH2:6][O:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[o:13][cH:14][c:15]([CH2:16][CH2:17][N:18]4[CH2:19][CH2:20][CH2:21][CH2:22]4)[n:23]3)[cH:24][cH:25]2)[CH2:26][CH2:27][CH2:28]1.[OH2:29]	33	153027	112
[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[n:6][n:7](-[c:8]2[cH:9][c:10]([CH2:11][C:12]([NH2:13])=[O:20])[cH:14][cH:15][cH:16]2)[c:17]([NH2:18])[cH:19]1>B.CSC.Cl.[OH-].[Na+]>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[n:6][n:7](-[c:8]2[cH:9][c:10]([CH2:11][CH2:12][NH2:13])[cH:14][cH:15][cH:16]2)[c:17]([NH2:18])[cH:19]1.[OH2:20]	33	6344	112
[CH3:1][C:2]1([CH3:3])[CH2:4][C:5](=[O:24])[N:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]31)[CH2:13][N:14]([C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21])[CH2:22][CH2:23]2>O1CCCC1>[CH3:1][C:2]1([CH3:3])[CH2:4][CH2:5][N:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]31)[CH2:13][N:14]([C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21])[CH2:22][CH2:23]2.[OH2:24]	33	165689	112
[CH3:1][C:2](=[CH:3]\[C:4](=[O:5])[O:6][CH2:19][CH3:18])/[CH:7]=[CH:8]/[CH:9]=[C:10](/[CH2:11][CH2:12][CH:13]=[C:14]([CH3:15])[CH3:16])[CH3:17]>CC(O)C.[OH-].[K+]>[CH3:18][CH3:19].[CH3:1][C:2](=[CH:3]\[C:4](=[O:5])[OH:6])/[CH:7]=[CH:8]/[CH:9]=[C:10](/[CH2:11][CH2:12][CH:13]=[C:14]([CH3:15])[CH3:16])[CH3:17]	34	27006	122
[F:1][C:2]([c:3]1[cH:4][cH:5][c:6](/[C:7](=[CH:8]/[C:9](=[O:10])[O:11][CH2:18][CH3:17])[CH3:12])[cH:13][cH:14]1)([F:15])[F:16]>CCO.[Cl-].[Na+].O.[OH-].[Na+].Cl>[CH3:17][CH3:18].[F:1][C:2]([c:3]1[cH:4][cH:5][c:6](/[C:7](=[CH:8]/[C:9](=[O:10])[OH:11])[CH3:12])[cH:13][cH:14]1)([F:15])[F:16]	34	256256	122
[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]([CH:10]=[CH:11][C:12](=[O:13])[O:14][CH2:19][CH3:18])[CH2:15][CH2:16][CH2:17]1>C1COCC1.O.[Li]O.O>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]([CH:10]=[CH:11][C:12](=[O:13])[OH:14])[CH2:15][CH2:16][CH2:17]1.[CH3:18][CH3:19]	34	247610	122
[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH3:9])[CH:10]([C:11]([F:12])([F:13])[F:14])[C:15]([C:16](=[O:17])[O:18][CH2:21][CH3:20])=[CH:19]2>CO.O1CCCC1.O.[OH-].[Li+].Cl.CCOCC>[CH3:20][CH3:21].[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH3:9])[CH:10]([C:11]([F:12])([F:13])[F:14])[C:15]([C:16](=[O:17])[OH:18])=[CH:19]2	34	187593	122
[CH3:1][O:2][c:3]1[c:4]2[c:5]([c:6]([O:7][CH3:8])[cH:9][cH:10]1)[CH:11]=[C:12]([C:13](=[O:14])[O:15][CH2:19][CH3:18])[CH2:16][CH2:17]2>C(O)C.[OH-].[Na+]>[CH3:18][CH3:19].[CH3:1][O:2][c:3]1[c:4]2[c:5]([c:6]([O:7][CH3:8])[cH:9][cH:10]1)[CH:11]=[C:12]([C:13](=[O:14])[OH:15])[CH2:16][CH2:17]2	34	8791	122
[O:1]([C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]2[c:13]([cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19]2)[C:20]1([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[OH:27])[CH2:29][CH3:28]>C1COCC1.C(O)C.[OH-].[Na+]>[CH3:28][CH3:29].[O:1]=[C:2]([OH:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]2[c:13]([cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19]2)[C:20]1([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[OH:27]	34	315994	122
[Cl:1][c:2]1[c:3]([CH2:4][n:5]2[n:6][c:7]([O:8][CH2:9][CH2:10][O:11][CH3:12])[cH:13][c:14]2/[CH:15]=[CH:16]/[C:17](=[O:18])[O:19][CH2:26][CH3:25])[cH:20][cH:21][c:22]([Cl:23])[cH:24]1>C(O)C.[OH-].[Na+].C1CCOC1>[CH3:25][CH3:26].[Cl:1][c:2]1[c:3]([CH2:4][n:5]2[n:6][c:7]([O:8][CH2:9][CH2:10][O:11][CH3:12])[cH:13][c:14]2/[CH:15]=[CH:16]/[C:17](=[O:18])[OH:19])[cH:20][cH:21][c:22]([Cl:23])[cH:24]1	34	27532	122
[O:1]([C:2]([C:3](=[CH:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[cH:11][cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17]2)[CH3:18])=[O:19])[CH2:21][CH3:20]>CO.[OH-].[Na+]>[CH3:20][CH3:21].[O:1]=[C:2]([C:3](=[CH:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[cH:11][cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17]2)[CH3:18])[OH:19]	34	207360	122
[C:35]([CH2:36][c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1)(=[O:43])[Cl:46].[F:1][c:2]1[cH:3][c:4]2[c:5]([n:6]([CH2:7][c:8]3[cH:9][cH:10][c:11]([O:12][C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]3)[c:19]([CH2:20][O:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[n:28]2)[cH:29][c:30]1[N:31]1[CH2:32][CH2:33][NH:34][CH2:44][CH2:45]1>ClCCl>[ClH:46].[F:1][c:2]1[cH:3][c:4]2[c:5]([n:6]([CH2:7][c:8]3[cH:9][cH:10][c:11]([O:12][C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]3)[c:19]([CH2:20][O:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[n:28]2)[cH:29][c:30]1[N:31]1[CH2:32][CH2:33][N:34]([C:35]([CH2:36][c:37]2[cH:38][cH:39][cH:40][cH:41][cH:42]2)=[O:43])[CH2:44][CH2:45]1	35	39567	125
[C:4]([CH2:5][O:6][c:7]1[cH:8][cH:9][c:10]([I:11])[cH:12][cH:13]1)(=[O:14])[Cl:15].[CH3:1][NH:2][CH3:3]>C(N(CC)CC)C>[CH3:1][N:2]([CH3:3])[C:4]([CH2:5][O:6][c:7]1[cH:8][cH:9][c:10]([I:11])[cH:12][cH:13]1)=[O:14].[ClH:15]	35	165582	125
[C:14]([CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][N:20]1[C:21](=[O:22])[CH:23]=[CH:24][C:25]1=[O:26])(=[O:27])[Cl:28].[CH3:1][N:2]([C:3]([O:4][C:5]([CH3:6])([CH3:7])[CH3:8])=[O:9])[CH2:10][CH2:11][NH:12][CH3:13]>C(Cl)Cl>[CH3:1][N:2]([C:3]([O:4][C:5]([CH3:6])([CH3:7])[CH3:8])=[O:9])[CH2:10][CH2:11][N:12]([CH3:13])[C:14]([CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][N:20]1[C:21](=[O:22])[CH:23]=[CH:24][C:25]1=[O:26])=[O:27].[ClH:28]	35	277905	125
[C:23]([CH2:24][CH2:25][Cl:26])(=[O:27])[Cl:36].[O:1]1[CH2:2][CH2:3][N:4]([c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][c:11]4[n:12][cH:13][cH:14][n:15][c:16]4[c:17]([O:18][CH2:19][C@@H:20]4[CH2:21][NH:22][CH2:28][CH2:29][O:30]4)[n:31]3)[cH:32][cH:33]2)[CH2:34][CH2:35]1>C(Cl)Cl.CCN(CC)CC>[ClH:36].[O:1]1[CH2:2][CH2:3][N:4]([c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][c:11]4[n:12][cH:13][cH:14][n:15][c:16]4[c:17]([O:18][CH2:19][C@@H:20]4[CH2:21][N:22]([C:23]([CH2:24][CH2:25][Cl:26])=[O:27])[CH2:28][CH2:29][O:30]4)[n:31]3)[cH:32][cH:33]2)[CH2:34][CH2:35]1	35	18247	125
[C:30]([CH3:31])(=[O:32])[Cl:33].[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[n:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][c:25]2[c:26]1[CH2:27][NH:28][CH3:29]>>[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[n:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][c:25]2[c:26]1[CH2:27][N:28]([CH3:29])[C:30]([CH3:31])=[O:32].[ClH:33]	35	80312	125
[C:27]([CH2:28][Cl:29])(=[O:30])[Cl:34].[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][c:9]1[cH:10][c:11](=[O:12])[n:13](-[c:14]2[cH:15][cH:16][c:17]3[c:18]4[c:19]([n:20]([CH3:21])[c:22]3[cH:23]2)[CH2:24][CH2:25][NH:26][CH2:31]4)[cH:32][cH:33]1>C(Cl)Cl.C([O-])(O)=O.[Na+]>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][c:9]1[cH:10][c:11](=[O:12])[n:13](-[c:14]2[cH:15][cH:16][c:17]3[c:18]4[c:19]([n:20]([CH3:21])[c:22]3[cH:23]2)[CH2:24][CH2:25][N:26]([C:27]([CH2:28][Cl:29])=[O:30])[CH2:31]4)[cH:32][cH:33]1.[ClH:34]	35	169036	125
[C:1]([CH3:2])(=[O:3])[Cl:29].[NH:4]1[CH:5]([CH2:6][NH:7][c:8]2[n:9][c:10](-[c:11]3[cH:12][n:13][c:14]4[n:15]3[cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21]4)[n:22][cH:23][cH:24]2)[CH2:25][CH2:26][CH2:27][CH2:28]1>ClCCl.CCN(CC)CC>[C:1]([CH3:2])(=[O:3])[N:4]1[CH:5]([CH2:6][NH:7][c:8]2[n:9][c:10](-[c:11]3[cH:12][n:13][c:14]4[n:15]3[cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21]4)[n:22][cH:23][cH:24]2)[CH2:25][CH2:26][CH2:27][CH2:28]1.[ClH:29]	35	11985	125
[C:15]([CH2:16][Cl:17])(=[O:18])[Cl:21].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH:10]([NH:11][CH2:12][CH2:13][CH3:14])[CH2:19][CH2:20]2>C(Cl)Cl.CCN(CC)CC.[OH-].[Na+]>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH:10]([N:11]([CH2:12][CH2:13][CH3:14])[C:15]([CH2:16][Cl:17])=[O:18])[CH2:19][CH2:20]2.[ClH:21]	35	15435	125
[C:7]([CH3:8])(=[O:9])[Cl:24].[nH:1]1[c:2]([S:3][C:4]([CH2:5][OH:6])([CH3:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12>CN(C=O)C.O.CN(C)c1ccccc1>[ClH:24].[nH:1]1[c:2]([S:3][C:4]([CH2:5][O:6][C:7]([CH3:8])=[O:9])([CH3:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12	36	295381	126
[C:28]([CH:29]([CH3:30])[CH2:31][CH2:32][CH2:33][CH2:34][CH3:35])(=[O:36])[Cl:41].[F:1][C:2]([c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[S:9][c:10]1[c:11]([cH:12][cH:13][cH:14][cH:15]1)[N:16]2[CH2:17][CH2:18][CH2:19][N:20]1[CH2:21][CH2:22][CH:23]([O:24][CH2:25][CH2:26][OH:27])[CH2:37][CH2:38]1)([F:39])[F:40]>C1C=CC=CC=1.CCN(CC)CC>[ClH:41].[F:1][C:2]([c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[S:9][c:10]1[c:11]([cH:12][cH:13][cH:14][cH:15]1)[N:16]2[CH2:17][CH2:18][CH2:19][N:20]1[CH2:21][CH2:22][CH:23]([O:24][CH2:25][CH2:26][O:27][C:28]([CH:29]([CH3:30])[CH2:31][CH2:32][CH2:33][CH2:34][CH3:35])=[O:36])[CH2:37][CH2:38]1)([F:39])[F:40]	36	9296	126
[C:16]([CH3:17])(=[O:18])[Cl:19].[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[NH:11][CH2:12][CH2:13][CH2:14][OH:15]>C(Cl)Cl.CCN(CC)CC>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[NH:11][CH2:12][CH2:13][CH2:14][O:15][C:16]([CH3:17])=[O:18].[ClH:19]	36	207108	126
[C:1]([CH3:2])(=[O:3])[CH2:4][CH2:5][CH2:6][OH:7].[C:8]([CH3:9])(=[O:10])[Cl:11]>O.C(Cl)Cl.c1ccncc1.Cl.c1ccncc1>[C:1]([CH3:2])(=[O:3])[CH2:4][CH2:5][CH2:6][O:7][C:8]([CH3:9])=[O:10].[ClH:11]	36	69054	126
[OH:4][CH2:5][c:6]1[cH:7][c:8](-[n:9]2[n:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][c:17]2[NH:18][C:19](=[O:20])[NH:21][c:22]2[c:23]([F:24])[cH:25][c:26]([O:27][c:28]3[cH:29][c:30]([C:31](=[O:32])[NH:33][CH3:34])[n:35][cH:36][cH:37]3)[cH:38][cH:39]2)[cH:40][cH:41][cH:42]1.[cH:1]1[c:2]([O:3][c:49]2[cH:48][c:47]([C:45]([NH:44][CH3:43])=[O:46])[n:76][cH:75][cH:74]2)[cH:50][cH:51][c:52]([N:53]=[CH2+:54][c:55]2[cH:56][c:57]([C:58]([CH3:59])([CH3:60])[CH3:61])[n:62][n:63]2-[c:64]2[cH:65][cH:66][cH:67][c:68]([CH2:69][OH:70])[cH:71]2)[c:72]1[F:73]>ClCCl.CC(=O)Cl>[CH2:50]:[CH:51]:[C:52]([N:53]=[C+:54][c:55]1[cH:56][c:57]([C:58]([CH3:59])([CH3:60])[CH3:61])[n:62][n:63]1-[c:64]1[cH:65][cH:66][cH:67][c:68]([CH2:69][OH:70])[cH:71]1):[CH:72][F:73].[CH3:1][C:2](=[O:3])[O:4][CH2:5][c:6]1[cH:7][c:8](-[n:9]2[n:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][c:17]2[NH:18][C:19](=[O:20])[NH:21][c:22]2[c:23]([F:24])[cH:25][c:26]([O:27][c:28]3[cH:29][c:30]([C:31](=[O:32])[NH:33][CH3:34])[n:35][cH:36][cH:37]3)[cH:38][cH:39]2)[cH:40][cH:41][cH:42]1.[CH3:43][NH:44][C:45](=[O:46])[c:47]1[cH:48][cH:49][cH:74][cH:75][n:76]1	36	10829	126
[C:7]([CH3:8])(=[O:9])[Cl:10].[CH2:1]([CH2:2][CH2:3][CH2:4][OH:5])[OH:6]>C1COCC1.C(OCC)C.C([O-])([O-])=O.[K+].[K+].[H-].[Na+]>[CH2:1]([CH2:2][CH2:3][CH2:4][OH:5])[O:6][C:7]([CH3:8])=[O:9].[ClH:10]	36	225685	126
[C:9]([CH3:10])(=[O:11])[Cl:12].[OH:1][CH2:2][CH2:3][n:4]1[cH:5][cH:6][cH:7][cH:8]1>C(O)(=O)C.O=S(=O)(O)O.c1cc[nH]c1.CC(=O)OC(C)=O>[ClH:12].[O:1]([CH2:2][CH2:3][n:4]1[cH:5][cH:6][cH:7][cH:8]1)[C:9]([CH3:10])=[O:11]	36	56921	126
[C:18]([CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH3:29])(=[O:30])[Cl:41].[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][CH2:16][OH:17])[CH2:31][CH2:32]1)[CH2:33][c:34]1[c:35]([cH:36][cH:37][cH:38][cH:39]1)[S:40]2>C1C=CC=CC=1.C(Cl)(Cl)Cl>[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][CH2:16][O:17][C:18]([CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH3:29])=[O:30])[CH2:31][CH2:32]1)[CH2:33][c:34]1[c:35]([cH:36][cH:37][cH:38][cH:39]1)[S:40]2.[ClH:41]	36	59809	126
